Title,User Rating,Letterboxd Rating,Rating Differential,Letterboxd Rating Count,Genres,Country of Origin,URL
The Eichmann Show,3.5,3.23,0.27,1973,"['TV Movie', 'History', 'Drama']",UK,https://letterboxd.com//film/the-eichmann-show/
Sharknado 3: Oh Hell No!,2.5,2.02,0.48,14749,"['TV Movie', 'Comedy', 'Horror', 'Science Fiction', 'Action']",USA,https://letterboxd.com//film/sharknado-3-oh-hell-no/
No Escape,3.5,3.03,0.47,34424,"['Thriller', 'Action']",USA,https://letterboxd.com//film/no-escape-2015/
Spy,4.0,3.17,0.83,158662,"['Action', 'Crime', 'Comedy']",USA,https://letterboxd.com//film/spy/
Dumb and Dumber To,2.5,2.26,0.24,85879,['Comedy'],USA,https://letterboxd.com//film/dumb-and-dumber-to/
Everest,3.5,3.2,0.3,114196,"['Drama', 'History', 'Adventure']",Iceland,https://letterboxd.com//film/everest-2015/
Sharknado 2: The Second One,2.5,1.93,0.57,21661,"['Thriller', 'Science Fiction']",USA,https://letterboxd.com//film/sharknado-2-the-second-one/
An Inspector Calls,4.0,3.45,0.55,10718,"['Drama', 'Thriller', 'Mystery', 'TV Movie', 'Crime']",UK,https://letterboxd.com//film/an-inspector-calls-2015-1/
London Has Fallen,3.0,2.51,0.49,74470,"['Thriller', 'Action']",Bulgaria,https://letterboxd.com//film/london-has-fallen/
Big Hero 6,5.0,3.77,1.23,818046,"['Animation', 'Comedy', 'Action', 'Family', 'Adventure']",USA,https://letterboxd.com//film/big-hero-6/
Sinister 2,4.0,2.41,1.59,63891,['Horror'],Canada,https://letterboxd.com//film/sinister-2/
San Andreas,3.0,2.43,0.57,147277,"['Drama', 'Action', 'Thriller']",Canada,https://letterboxd.com//film/san-andreas/
Pawn Sacrifice,3.0,3.28,-0.28,23578,"['Thriller', 'Drama']",USA,https://letterboxd.com//film/pawn-sacrifice/
Mission: Impossible – Rogue Nation,4.0,3.71,0.29,333951,"['Action', 'Adventure']",USA,https://letterboxd.com//film/mission-impossible-rogue-nation/
Pay the Ghost,3.0,2.19,0.81,7355,['Horror'],USA,https://letterboxd.com//film/pay-the-ghost/
Lake Placid vs. Anaconda,2.0,1.66,0.34,2839,"['Action', 'Horror']",USA,https://letterboxd.com//film/lake-placid-vs-anaconda/
In the Heart of the Sea,3.0,3.0,0.0,79512,"['Drama', 'Adventure', 'History', 'Thriller', 'Action']",Spain,https://letterboxd.com//film/in-the-heart-of-the-sea/
Scooby-Doo! and KISS: Rock and Roll Mystery,4.0,3.23,0.77,8222,"['Comedy', 'Family', 'Mystery', 'Animation']",USA,https://letterboxd.com//film/scooby-doo-and-kiss-rock-and-roll-mystery/
Airplane vs Volcano,2.5,2.0,0.5,1065,['Action'],USA,https://letterboxd.com//film/airplane-vs-volcano/
Thor: The Dark World,2.5,2.22,0.28,730784,"['Action', 'Adventure', 'Fantasy']",USA,https://letterboxd.com//film/thor-the-dark-world/
The Wolf of Wall Street,4.0,4.0,0.0,1974970,"['Comedy', 'Drama', 'Crime']",USA,https://letterboxd.com//film/the-wolf-of-wall-street/
It Follows,4.0,3.48,0.52,501051,"['Horror', 'Mystery']",USA,https://letterboxd.com//film/it-follows/
We're the Millers,3.0,3.23,-0.23,393232,"['Comedy', 'Crime']",UK,https://letterboxd.com//film/were-the-millers/
Sharknado,3.0,1.72,1.28,68918,"['Action', 'Comedy', 'Science Fiction', 'Horror', 'TV Movie']",USA,https://letterboxd.com//film/sharknado/
Frozen,4.0,3.38,0.62,848703,"['Fantasy', 'Animation', 'Adventure', 'Family']",USA,https://letterboxd.com//film/frozen-2013/
The Lego Movie,4.0,3.79,0.21,676905,"['Family', 'Animation', 'Adventure', 'Fantasy', 'Comedy']",Australia,https://letterboxd.com//film/the-lego-movie/
The Secret Life of Walter Mitty,3.0,3.73,-0.73,380789,"['Comedy', 'Adventure', 'Fantasy', 'Drama']",UK,https://letterboxd.com//film/the-secret-life-of-walter-mitty-2013/
Grown Ups 2,2.5,2.48,0.02,206262,['Comedy'],USA,https://letterboxd.com//film/grown-ups-2/
The Babadook,2.0,3.39,-1.39,433859,"['Drama', 'Horror']",Australia,https://letterboxd.com//film/the-babadook/
The Conjuring,4.5,3.56,0.94,759266,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/the-conjuring/
World War Z,2.5,3.11,-0.61,503432,"['Horror', 'Drama', 'Action', 'Thriller', 'Science Fiction']",Malta,https://letterboxd.com//film/world-war-z/
Now You See Me,4.5,3.31,1.19,576913,"['Thriller', 'Crime']",USA,https://letterboxd.com//film/now-you-see-me/
The Great Gatsby,3.0,3.38,-0.38,777319,"['Romance', 'Drama']",USA,https://letterboxd.com//film/the-great-gatsby-2013/
Police Story: Lockdown,1.0,2.75,-1.75,3751,"['Drama', 'Crime', 'Action']",China,https://letterboxd.com//film/police-story-lockdown/
Non-Stop,3.5,3.01,0.49,91005,"['Action', 'Thriller', 'Mystery']",France,https://letterboxd.com//film/non-stop-2014/
Captain America: The Winter Soldier,5.0,3.71,1.29,1081927,"['Adventure', 'Science Fiction', 'Action']",USA,https://letterboxd.com//film/captain-america-the-winter-soldier/
Empire State,3.5,2.33,1.17,5014,"['Drama', 'Action']",UK,https://letterboxd.com//film/empire-state-2013/
Whiplash,2.5,4.43,-1.93,2066756,"['Drama', 'Music']",USA,https://letterboxd.com//film/whiplash-2014/
Insidious: Chapter 2,3.5,2.98,0.52,174180,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/insidious-chapter-2/
Olympus Has Fallen,3.0,2.74,0.26,99298,"['Action', 'Thriller']",USA,https://letterboxd.com//film/olympus-has-fallen/
Snitch,2.5,2.68,-0.18,18840,"['Thriller', 'Drama', 'Action']",United Arab Emirates,https://letterboxd.com//film/snitch/
Iron Man 3,3.0,3.0,0.0,864404,"['Action', 'Adventure', 'Science Fiction']",USA,https://letterboxd.com//film/iron-man-3/
Captain Phillips,2.5,3.74,-1.24,248457,"['Action', 'Drama', 'Thriller']",USA,https://letterboxd.com//film/captain-phillips/
Escape Plan,3.5,2.84,0.66,70588,"['Action', 'Thriller']",UK,https://letterboxd.com//film/escape-plan/
The Grand Budapest Hotel,4.5,4.24,0.26,1676808,"['Drama', 'Comedy']",Germany,https://letterboxd.com//film/the-grand-budapest-hotel/
Prisoners,4.5,4.29,0.21,1048040,"['Thriller', 'Crime', 'Drama']",USA,https://letterboxd.com//film/prisoners/
Dawn of the Planet of the Apes,4.0,3.75,0.25,375811,"['Action', 'Science Fiction', 'Thriller', 'Drama']",USA,https://letterboxd.com//film/dawn-of-the-planet-of-the-apes/
The Last Stand,3.0,2.8,0.2,37285,"['Crime', 'Thriller', 'Action']",USA,https://letterboxd.com//film/the-last-stand-2013/
500 MPH Storm,2.5,2.42,0.08,418,"['Action', 'Drama', 'Thriller', 'Science Fiction', 'TV Movie', 'Adventure']",USA,https://letterboxd.com//film/500-mph-storm/
The Amazing Spider-Man 2,3.5,2.89,0.61,715890,"['Action', 'Adventure', 'Science Fiction']",USA,https://letterboxd.com//film/the-amazing-spider-man-2/
Gravity,1.5,3.5,-2.0,604060,"['Thriller', 'Drama', 'Science Fiction']",UK,https://letterboxd.com//film/gravity-2013/
A Good Day to Die Hard,2.0,1.79,0.21,66176,"['Action', 'Thriller']",USA,https://letterboxd.com//film/a-good-day-to-die-hard/
Scooby-Doo! Mask of the Blue Falcon,3.5,3.06,0.44,3586,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Comedy', 'Mystery']",USA,https://letterboxd.com//film/scooby-doo-mask-of-the-blue-falcon/
Enemy,4.0,3.64,0.36,351827,"['Mystery', 'Thriller']",Canada,https://letterboxd.com//film/enemy/
Django Unchained,4.5,4.27,0.23,1638245,"['Drama', 'Western']",USA,https://letterboxd.com//film/django-unchained/
Jack Reacher,4.0,3.16,0.84,135621,"['Drama', 'Crime', 'Thriller', 'Action']",USA,https://letterboxd.com//film/jack-reacher/
Home Alone: The Holiday Heist,1.5,1.48,0.02,12300,"['Comedy', 'Family', 'TV Movie']",Canada,https://letterboxd.com//film/home-alone-the-holiday-heist/
Frankenweenie,3.0,3.4,-0.4,183127,"['Comedy', 'Animation', 'Family']",USA,https://letterboxd.com//film/frankenweenie-2012/
Barbie: The Princess & The Popstar,3.0,3.21,-0.21,33534,"['Animation', 'Family']",USA,https://letterboxd.com//film/barbie-the-princess-the-popstar/
Bigfoot vs. D.B. Cooper,1.5,2.43,-0.93,412,['Horror'],USA,https://letterboxd.com//film/bigfoot-vs-db-cooper/
Scooby-Doo! WrestleMania Mystery,4.0,2.83,1.17,8456,"['Mystery', 'Animation', 'Family', 'Comedy']",USA,https://letterboxd.com//film/scooby-doo-wrestlemania-mystery/
Coherence,3.5,3.76,-0.26,176329,"['Science Fiction', 'Thriller']",UK,https://letterboxd.com//film/coherence/
The Book of Manning,4.5,3.5,1.0,404,['Documentary'],USA,https://letterboxd.com//film/the-book-of-manning/
Dhoom 3,3.0,2.64,0.36,10809,"['Action', 'Crime', 'Thriller', 'Adventure']",India,https://letterboxd.com//film/dhoom-3/
Chennai Express,3.0,2.92,0.08,17170,"['Action', 'Comedy', 'Romance']",India,https://letterboxd.com//film/chennai-express/
Big Top Scooby-Doo!,4.0,3.08,0.92,3306,"['Animation', 'Family', 'Comedy', 'Mystery']",USA,https://letterboxd.com//film/big-top-scooby-doo/
ABCD,3.0,2.91,0.09,2563,['Drama'],India,https://letterboxd.com//film/abcd-2013/
Despicable Me 2,4.0,3.09,0.91,363122,"['Animation', 'Comedy', 'Family']",USA,https://letterboxd.com//film/despicable-me-2/
House at the End of the Street,3.5,2.31,1.19,50868,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/house-at-the-end-of-the-street/
Dabangg 2,3.0,2.2,0.8,3312,"['Action', 'Comedy', 'Crime']",India,https://letterboxd.com//film/dabangg-2/
Welcome to the Jungle,2.5,2.28,0.22,3297,['Comedy'],UK,https://letterboxd.com//film/welcome-to-the-jungle-2013/
OMG: Oh My God!,3.5,3.4,0.1,7038,"['Comedy', 'Family', 'Drama', 'Fantasy']",India,https://letterboxd.com//film/omg-oh-my-god/
The Frozen Ground,1.0,2.77,-1.77,17768,"['Thriller', 'Crime']",Germany,https://letterboxd.com//film/the-frozen-ground/
Teen Beach Movie,3.0,3.26,-0.26,94273,"['Comedy', 'TV Movie', 'Music', 'Family']",USA,https://letterboxd.com//film/teen-beach-movie/
Divergent,3.5,2.81,0.69,375760,"['Adventure', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/divergent/
Flight 7500,3.0,2.1,0.9,4673,"['Mystery', 'Horror', 'Thriller']",Japan,https://letterboxd.com//film/flight-7500/
Student of the Year,3.0,2.73,0.27,10569,"['Drama', 'Romance', 'Comedy']",India,https://letterboxd.com//film/student-of-the-year/
Transformers: Age of Extinction,2.5,1.99,0.51,171606,"['Science Fiction', 'Adventure', 'Action']",USA,https://letterboxd.com//film/transformers-age-of-extinction/
White House Down,3.0,2.72,0.28,91026,"['Action', 'Thriller', 'Drama']",USA,https://letterboxd.com//film/white-house-down/
Draft Day,3.5,3.07,0.43,37484,['Drama'],USA,https://letterboxd.com//film/draft-day/
Chinese Zodiac,3.5,2.7,0.8,8030,"['Adventure', 'Action']",China,https://letterboxd.com//film/chinese-zodiac/
Scooby-Doo! Stage Fright,4.5,3.28,1.22,4451,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",USA,https://letterboxd.com//film/scooby-doo-stage-fright/
Krrish 3,2.0,2.2,-0.2,6522,"['Action', 'Science Fiction']",India,https://letterboxd.com//film/krrish-3/
22 Jump Street,4.0,3.32,0.68,401899,"['Crime', 'Action', 'Comedy']",USA,https://letterboxd.com//film/22-jump-street/
Race 2,3.0,2.53,0.47,3749,"['Action', 'Adventure', 'Crime', 'Thriller']",India,https://letterboxd.com//film/race-2/
Bermuda Tentacles,2.5,2.33,0.17,617,['Science Fiction'],USA,https://letterboxd.com//film/bermuda-tentacles/
Talaash,3.5,3.45,0.05,9735,"['Drama', 'Thriller', 'Crime']",India,https://letterboxd.com//film/talaash/
Life of Pi,4.0,3.71,0.29,545925,"['Drama', 'Adventure']",Canada,https://letterboxd.com//film/life-of-pi/
Christmas Twister,2.0,2.12,-0.12,906,"['Drama', 'TV Movie', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/christmas-twister/
Mega Shark vs. Mecha Shark,2.5,1.72,0.78,1777,"['Thriller', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/mega-shark-vs-mecha-shark/
It's Such a Beautiful Day,3.5,4.38,-0.88,80306,"['Animation', 'Comedy']",USA,https://letterboxd.com//film/its-such-a-beautiful-day/
Harry Potter and the Deathly Hallows: Part 2,4.5,3.95,0.55,1004512,"['Fantasy', 'Adventure']",UK,https://letterboxd.com//film/harry-potter-and-the-deathly-hallows-part-2/
Due Date,3.0,2.83,0.17,123745,"['Drama', 'Comedy']",USA,https://letterboxd.com//film/due-date/
Final Destination 5,3.0,2.74,0.26,110089,"['Mystery', 'Horror']",USA,https://letterboxd.com//film/final-destination-5/
Transformers: Dark of the Moon,3.5,2.54,0.96,214553,"['Action', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/transformers-dark-of-the-moon/
Moneyball,4.0,3.89,0.11,430550,['Drama'],USA,https://letterboxd.com//film/moneyball/
Diary of a Wimpy Kid: Rodrick Rules,3.5,3.58,-0.08,143440,"['Family', 'Comedy']",USA,https://letterboxd.com//film/diary-of-a-wimpy-kid-rodrick-rules/
Super 8,3.5,3.48,0.02,226819,"['Science Fiction', 'Mystery', 'Thriller']",USA,https://letterboxd.com//film/super-8/
Unknown,3.5,2.9,0.6,46302,"['Thriller', 'Action', 'Mystery']",USA,https://letterboxd.com//film/unknown-2011/
The Adjustment Bureau,3.5,3.14,0.36,76598,"['Romance', 'Thriller', 'Science Fiction']",USA,https://letterboxd.com//film/the-adjustment-bureau/
Harry Potter and the Deathly Hallows: Part 1,4.0,3.68,0.32,925225,"['Fantasy', 'Adventure']",UK,https://letterboxd.com//film/harry-potter-and-the-deathly-hallows-part-1/
Scream 4,3.5,3.3,0.2,317315,"['Mystery', 'Horror']",USA,https://letterboxd.com//film/scream-4/
Devil,3.5,2.62,0.88,84682,"['Horror', 'Thriller', 'Mystery']",USA,https://letterboxd.com//film/devil/
Journey 2: The Mysterious Island,3.0,2.41,0.59,79827,"['Adventure', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/journey-2-the-mysterious-island/
Captain America: The First Avenger,4.0,3.26,0.74,940241,"['Science Fiction', 'Action', 'Adventure']",USA,https://letterboxd.com//film/captain-america-the-first-avenger/
Piranha 3DD,2.0,1.71,0.29,22452,"['Comedy', 'Thriller', 'Horror']",USA,https://letterboxd.com//film/piranha-3dd/
Kung Fu Panda 2,5.0,3.67,1.33,384392,"['Animation', 'Comedy', 'Family']",USA,https://letterboxd.com//film/kung-fu-panda-2/
The Avengers,4.5,3.64,0.86,1343429,"['Science Fiction', 'Adventure', 'Action']",USA,https://letterboxd.com//film/the-avengers-2012/
The Social Network,3.5,3.95,-0.45,1508426,['Drama'],USA,https://letterboxd.com//film/the-social-network/
Piranha 3D,2.5,2.34,0.16,63235,"['Comedy', 'Horror']",USA,https://letterboxd.com//film/piranha-3d/
Hotel Transylvania,3.0,3.22,-0.22,312748,"['Family', 'Comedy', 'Animation', 'Fantasy']",USA,https://letterboxd.com//film/hotel-transylvania/
The Cabin in the Woods,3.0,3.41,-0.41,526703,"['Comedy', 'Science Fiction', 'Horror']",Canada,https://letterboxd.com//film/the-cabin-in-the-woods/
Insidious,4.0,3.21,0.79,382707,"['Horror', 'Thriller']",Canada,https://letterboxd.com//film/insidious/
Jack and Jill,2.0,1.4,0.6,112026,['Comedy'],USA,https://letterboxd.com//film/jack-and-jill/
The Dark Knight Rises,4.0,3.73,0.27,1119280,"['Thriller', 'Drama', 'Crime', 'Action']",USA,https://letterboxd.com//film/the-dark-knight-rises/
RED,3.0,3.06,-0.06,108080,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Canada,https://letterboxd.com//film/red-2010/
Unstoppable,4.0,3.29,0.71,71041,"['Thriller', 'Action']",UK,https://letterboxd.com//film/unstoppable-2010/
The Amazing Spider-Man,4.0,3.28,0.72,900679,"['Science Fiction', 'Adventure', 'Action']",USA,https://letterboxd.com//film/the-amazing-spider-man/
Mission: Impossible – Ghost Protocol,4.0,3.71,0.29,327756,"['Thriller', 'Adventure', 'Action']",USA,https://letterboxd.com//film/mission-impossible-ghost-protocol/
Madagascar 3: Europe's Most Wanted,3.0,2.92,0.08,204614,"['Family', 'Adventure', 'Comedy', 'Animation']",USA,https://letterboxd.com//film/madagascar-3-europes-most-wanted/
Rise of the Planet of the Apes,4.0,3.62,0.38,418735,"['Thriller', 'Science Fiction', 'Action', 'Drama']",UK,https://letterboxd.com//film/rise-of-the-planet-of-the-apes/
The Expendables 2,3.0,2.71,0.29,96201,"['Action', 'Adventure', 'Thriller']",Bulgaria,https://letterboxd.com//film/the-expendables-2/
Hugo,3.5,3.5,0.0,314204,"['Adventure', 'Family', 'Drama']",France,https://letterboxd.com//film/hugo/
Sinister,4.0,3.32,0.68,318206,"['Thriller', 'Horror', 'Mystery']",Canada,https://letterboxd.com//film/sinister/
Man on a Ledge,3.5,2.83,0.67,29562,"['Thriller', 'Crime', 'Action']",USA,https://letterboxd.com//film/man-on-a-ledge/
ParaNorman,4.0,3.6,0.4,159765,"['Family', 'Adventure', 'Comedy', 'Animation']",USA,https://letterboxd.com//film/paranorman/
The Best That Never Was,3.5,3.66,-0.16,1161,['Documentary'],USA,https://letterboxd.com//film/the-best-that-never-was/
Scooby-Doo! Legend of the Phantosaur,3.5,3.27,0.23,6477,"['Mystery', 'Animation', 'Comedy', 'Family']",USA,https://letterboxd.com//film/scooby-doo-legend-of-the-phantosaur/
2-Headed Shark Attack,2.5,1.66,0.84,3644,"['Action', 'Science Fiction', 'Horror', 'Comedy']",USA,https://letterboxd.com//film/2-headed-shark-attack/
Scooby-Doo! Camp Scare,4.5,3.52,0.98,13344,"['Mystery', 'Family', 'Comedy', 'Animation']",USA,https://letterboxd.com//film/scooby-doo-camp-scare/
Singham,3.5,3.03,0.47,6098,"['Action', 'Drama', 'Crime']",India,https://letterboxd.com//film/singham/
The Lorax,4.0,3.12,0.88,264005,"['Animation', 'Family']",Japan,https://letterboxd.com//film/the-lorax-2012/
Radio Rebel,2.0,2.15,-0.15,37701,"['TV Movie', 'Family', 'Comedy', 'Drama', 'Music']",Canada,https://letterboxd.com//film/radio-rebel/
Ice Age: Continental Drift,2.5,2.65,-0.15,168504,"['Adventure', 'Family', 'Comedy', 'Animation']",USA,https://letterboxd.com//film/ice-age-continental-drift/
Dabangg,3.0,2.72,0.28,5487,"['Comedy', 'Crime', 'Action']",India,https://letterboxd.com//film/dabangg/
The Sitter,3.5,2.48,1.02,29150,['Comedy'],USA,https://letterboxd.com//film/the-sitter/
Spy Kids: All the Time in the World,2.5,1.63,0.87,45224,"['Action', 'Comedy', 'Family']",USA,https://letterboxd.com//film/spy-kids-all-the-time-in-the-world/
Barbie: Princess Charm School,4.0,3.84,0.16,57394,"['Fantasy', 'Family', 'Animation']",USA,https://letterboxd.com//film/barbie-princess-charm-school/
Lake Placid 3,2.0,1.78,0.22,2451,"['Action', 'Horror', 'Science Fiction', 'Thriller']",USA,https://letterboxd.com//film/lake-placid-3/
Don 2,3.5,3.1,0.4,7485,"['Thriller', 'Action']",India,https://letterboxd.com//film/don-2/
The Dictator,3.5,2.83,0.67,232242,['Comedy'],UK,https://letterboxd.com//film/the-dictator-2012/
Barbie: A Fairy Secret,3.5,3.5,0.0,31093,"['Fantasy', 'Animation', 'Family']",USA,https://letterboxd.com//film/barbie-a-fairy-secret/
Desi Boyz,3.0,2.59,0.41,3043,"['Comedy', 'Drama']",India,https://letterboxd.com//film/desi-boyz/
Scooby-Doo! Music of the Vampire,3.5,3.11,0.39,4948,"['Family', 'Mystery', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",USA,https://letterboxd.com//film/scooby-doo-music-of-the-vampire/
21 Jump Street,4.5,3.58,0.92,621014,"['Crime', 'Comedy', 'Action']",USA,https://letterboxd.com//film/21-jump-street/
Scooby-Doo! Curse of the Lake Monster,3.0,2.0,1.0,12993,"['Fantasy', 'Comedy', 'Adventure', 'Mystery']",USA,https://letterboxd.com//film/scooby-doo-curse-of-the-lake-monster/
Barbie: A Fashion Fairytale,3.5,3.68,-0.18,36610,"['Family', 'Animation']",USA,https://letterboxd.com//film/barbie-a-fashion-fairytale/
You Again,2.5,2.84,-0.34,38186,"['Comedy', 'Romance']",USA,https://letterboxd.com//film/you-again/
Thor,3.5,2.78,0.72,861512,"['Fantasy', 'Action', 'Adventure']",USA,https://letterboxd.com//film/thor/
Mega Shark vs. Crocosaurus,2.5,1.68,0.82,2896,"['Science Fiction', 'Action', 'Horror']",USA,https://letterboxd.com//film/mega-shark-vs-crocosaurus/
Dolphin Tale,3.5,2.92,0.58,18206,"['Drama', 'Family']",USA,https://letterboxd.com//film/dolphin-tale/
Ra.One,3.0,2.53,0.47,12133,"['Adventure', 'Action', 'Science Fiction']",India,https://letterboxd.com//film/raone/
In Darkness,3.0,3.59,-0.59,2472,"['War', 'Drama']",Canada,https://letterboxd.com//film/in-darkness-2011/
Ek Tha Tiger,3.0,2.81,0.19,7469,"['Thriller', 'Adventure', 'Drama', 'Romance', 'Action']",India,https://letterboxd.com//film/ek-tha-tiger/
Bodyguard,2.5,2.54,-0.04,6322,"['Romance', 'Drama', 'Action']",India,https://letterboxd.com//film/bodyguard-2011/
Faster,2.5,2.67,-0.17,21280,"['Action', 'Thriller', 'Crime', 'Drama']",USA,https://letterboxd.com//film/faster-2010/
A Thousand Words,2.0,2.41,-0.41,20572,"['Drama', 'Comedy']",USA,https://letterboxd.com//film/a-thousand-words/
Camp Rock 2: The Final Jam,2.5,2.52,-0.02,71041,"['Music', 'Comedy', 'TV Movie']",USA,https://letterboxd.com//film/camp-rock-2-the-final-jam/
The Expendables,3.5,2.7,0.8,132365,"['Adventure', 'Action', 'Thriller']",Bulgaria,https://letterboxd.com//film/the-expendables/
Contagion,3.0,3.37,-0.37,231691,"['Drama', 'Science Fiction', 'Thriller']",USA,https://letterboxd.com//film/contagion/
Gulliver's Travels,2.5,2.06,0.44,71261,"['Family', 'Adventure', 'Fantasy', 'Comedy']",USA,https://letterboxd.com//film/gullivers-travels-2010/
The Other Guys,4.0,3.22,0.78,228056,"['Crime', 'Action', 'Comedy']",USA,https://letterboxd.com//film/the-other-guys/
16 Wishes,3.0,2.64,0.36,69765,"['Fantasy', 'Family', 'Drama']",USA,https://letterboxd.com//film/16-wishes/
Cloudy with a Chance of Meatballs,3.5,3.34,0.16,373636,"['Animation', 'Comedy', 'Family']",USA,https://letterboxd.com//film/cloudy-with-a-chance-of-meatballs/
3 Idiots,4.5,4.05,0.45,95863,"['Drama', 'Comedy']",India,https://letterboxd.com//film/3-idiots/
Henry's Crime,2.5,2.79,-0.29,3266,"['Comedy', 'Crime']",USA,https://letterboxd.com//film/henrys-crime/
Fantastic Mr. Fox,4.5,4.27,0.23,1254357,"['Family', 'Adventure', 'Comedy', 'Animation']",USA,https://letterboxd.com//film/fantastic-mr-fox/
Cop Out,2.5,2.18,0.32,25945,"['Comedy', 'Crime', 'Action']",USA,https://letterboxd.com//film/cop-out/
Ice Age: Dawn of the Dinosaurs,3.0,3.08,-0.08,220558,"['Comedy', 'Adventure', 'Family', 'Animation']",USA,https://letterboxd.com//film/ice-age-dawn-of-the-dinosaurs/
Avatar,3.5,3.57,-0.07,1350892,"['Fantasy', 'Science Fiction', 'Adventure', 'Action']",USA,https://letterboxd.com//film/avatar/
Transformers: Revenge of the Fallen,3.0,2.37,0.63,231250,"['Action', 'Adventure', 'Science Fiction']",USA,https://letterboxd.com//film/transformers-revenge-of-the-fallen/
Shutter Island,5.0,4.11,0.89,1550941,"['Mystery', 'Drama', 'Thriller']",USA,https://letterboxd.com//film/shutter-island/
Scooby-Doo! The Mystery Begins,3.0,2.19,0.81,19225,"['Mystery', 'Comedy', 'Fantasy']",USA,https://letterboxd.com//film/scooby-doo-the-mystery-begins/
Up,4.5,4.09,0.41,1476504,"['Animation', 'Adventure', 'Family', 'Comedy']",USA,https://letterboxd.com//film/up/
The Haunting in Connecticut,3.0,2.61,0.39,24912,"['Thriller', 'Horror']",USA,https://letterboxd.com//film/the-haunting-in-connecticut/
Inglourious Basterds,5.0,4.34,0.66,1725204,"['Drama', 'Thriller', 'War']",France,https://letterboxd.com//film/inglourious-basterds/
Mega Shark vs. Giant Octopus,2.5,1.69,0.81,4594,"['Horror', 'Science Fiction']",USA,https://letterboxd.com//film/mega-shark-vs-giant-octopus/
Exam,3.0,2.98,0.02,39253,"['Mystery', 'Thriller']",UK,https://letterboxd.com//film/exam/
Death at a Funeral,3.0,2.66,0.34,25881,['Comedy'],USA,https://letterboxd.com//film/death-at-a-funeral-2010/
Angels & Demons,4.0,3.05,0.95,115634,"['Mystery', 'Thriller']",Italy,https://letterboxd.com//film/angels-demons/
2012,3.0,2.42,0.58,267211,"['Adventure', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/2012/
Terminator Salvation,2.0,2.54,-0.54,114770,"['Thriller', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/terminator-salvation/
Scooby-Doo! Abracadabra-Doo,4.0,3.21,0.79,6438,"['Fantasy', 'Comedy', 'Family', 'Mystery', 'Animation']",USA,https://letterboxd.com//film/scooby-doo-abracadabra-doo/
Law Abiding Citizen,4.0,3.32,0.68,87044,"['Drama', 'Thriller', 'Crime']",UK,https://letterboxd.com//film/law-abiding-citizen/
Harry Potter and the Half-Blood Prince,4.0,3.66,0.34,922541,"['Adventure', 'Fantasy']",UK,https://letterboxd.com//film/harry-potter-and-the-half-blood-prince/
Defiance,2.5,3.33,-0.83,35396,"['War', 'Drama', 'Action', 'History']",USA,https://letterboxd.com//film/defiance/
Inception,5.0,4.19,0.81,2095776,"['Action', 'Adventure', 'Science Fiction']",UK,https://letterboxd.com//film/inception/
High School Musical 3: Senior Year,3.0,3.08,-0.08,192956,"['Family', 'Romance', 'Drama', 'Music', 'Comedy']",USA,https://letterboxd.com//film/high-school-musical-3-senior-year/
Drag Me to Hell,3.5,3.2,0.3,159993,"['Thriller', 'Horror']",USA,https://letterboxd.com//film/drag-me-to-hell/
The Dark Knight,5.0,4.47,0.53,2197500,"['Action', 'Drama', 'Thriller', 'Crime']",UK,https://letterboxd.com//film/the-dark-knight/
Despicable Me,4.5,3.52,0.98,570954,"['Comedy', 'Animation', 'Family']",USA,https://letterboxd.com//film/despicable-me/
The Bounty Hunter,3.5,2.35,1.15,46317,"['Action', 'Romance', 'Comedy']",USA,https://letterboxd.com//film/the-bounty-hunter/
Toy Story 3,4.0,3.99,0.01,887749,"['Comedy', 'Animation', 'Family']",USA,https://letterboxd.com//film/toy-story-3/
Iron Man 2,3.5,2.86,0.64,849950,"['Adventure', 'Science Fiction', 'Action']",USA,https://letterboxd.com//film/iron-man-2/
Indiana Jones and the Kingdom of the Crystal Skull,3.5,2.68,0.82,368300,"['Action', 'Adventure']",USA,https://letterboxd.com//film/indiana-jones-and-the-kingdom-of-the-crystal-skull/
The Hurt Locker,3.5,3.75,-0.25,207827,"['Drama', 'War', 'Thriller']",USA,https://letterboxd.com//film/the-hurt-locker/
The Happening,3.0,2.02,0.98,119827,"['Thriller', 'Science Fiction', 'Horror']",India,https://letterboxd.com//film/the-happening/
Mamma Mia!,3.0,3.74,-0.74,784459,"['Comedy', 'Romance']",Germany,https://letterboxd.com//film/mamma-mia/
