,Title,User Rating,Letterboxd Rating,Letterboxd Rating Count,Genres,Country of Origin
918,ABCD,3.0,2.76,1778,"['Music', 'Drama']",India
919,Race 2,3.0,2.38,2599,['Thriller'],India
920,Tremors 2: Aftershocks,3.5,2.88,15558,"['Horror', 'Thriller', 'Action', 'Comedy', 'Science Fiction']",USA
921,Tremors 4: The Legend Begins,3.0,2.46,6597,"['Action', 'Western', 'Comedy', 'Horror']",USA
922,Fear Street: 1994,3.5,3.18,269221,"['Mystery', 'Horror']",USA
923,Race 3,2.5,1.26,1838,"['Action', 'Thriller']",India
924,The Stepfather,3.5,2.36,18322,"['Horror', 'Thriller']",USA
925,Kabhi Khushi Kabhie Gham,3.5,3.72,15865,"['Drama', 'Comedy']",India
926,Insidious,4.0,3.25,251086,"['Horror', 'Thriller']",Canada
927,Rising Sun,3.5,2.75,9223,"['Action', 'Drama', 'Thriller']",USA
928,Whiplash,3.0,4.41,1321263,"['Drama', 'Music']",USA
929,Frozen,4.0,3.39,577643,"['Family', 'Adventure', 'Fantasy', 'Animation']",USA
930,Project A: Part II,4.0,3.47,5164,"['Comedy', 'Action']",Hong Kong
931,Kill Bill: Vol. 1,4.5,4.16,965028,"['Action', 'Crime']",USA
932,Dobaaraa,3.5,3.1,1688,"['Thriller', 'Science Fiction', 'Mystery']",India
933,The Vanished,3.5,2.37,6639,"['Horror', 'Action', 'Thriller', 'Crime']",USA
934,Criminal Law,3.5,2.62,1234,"['Romance', 'Drama', 'Thriller']",Canada
935,Bee Movie,3.0,2.87,255034,"['Family', 'Animation', 'Adventure', 'Comedy']",USA
936,King Leopold's Ghost,4.0,3.62,230,"['History', 'Documentary']",USA
937,2:22,3.5,2.48,6139,"['Thriller', 'Mystery', 'Romance', 'Science Fiction']",Australia
938,Evil Dead II,4.0,4.05,204091,"['Fantasy', 'Comedy', 'Horror']",USA
939,Army of Darkness,3.5,3.75,150800,"['Horror', 'Fantasy', 'Comedy']",USA
940,Donnie Darko,4.5,3.98,726647,"['Mystery', 'Drama', 'Fantasy']",USA
941,Bao,4.0,3.89,117516,"['Fantasy', 'Family', 'Animation']",Canada
942,You Again,2.5,2.92,25684,"['Comedy', 'Romance']",USA
943,Sanders of the River,0.5,2.39,312,"['Drama', 'Adventure']",UK
944,Kill Bill: Vol. 2,4.0,4.02,566650,"['Action', 'Crime', 'Thriller']",USA
945,Transformers: Revenge of the Fallen,3.0,2.33,165513,"['Science Fiction', 'Adventure', 'Action']",USA
946,The Terminator,4.5,3.87,370584,"['Action', 'Science Fiction', 'Thriller']",UK
947,Guardians of the Galaxy Vol. 3,5.0,4.16,428722,"['Science Fiction', 'Action', 'Adventure']",USA
948,Alien,3.0,4.26,632097,"['Science Fiction', 'Horror']",USA
949,MH370: The Plane That Disappeared,3.0,2.57,5678,['Documentary'],UK
950,Tomorrowland,2.5,2.67,100885,"['Family', 'Science Fiction', 'Adventure', 'Mystery']",USA
951,Apocalypse Now,3.5,4.36,385538,"['War', 'Drama']",USA
952,Are We There Yet?,3.0,2.39,29772,"['Adventure', 'Romance', 'Comedy', 'Family']",USA
953,Life of Pi,4.0,3.68,402176,"['Adventure', 'Drama']",Canada
954,The Meg,2.5,2.42,161151,"['Action', 'Horror', 'Science Fiction']",China
955,The Land Before Time,3.5,3.58,66768,"['Animation', 'Adventure', 'Family']",USA
956,A Kind of Murder,3.5,2.39,2238,"['Thriller', 'Crime', 'Drama']",USA
957,Pathaan,3.5,2.89,15475,"['Adventure', 'Thriller', 'Action']",India
958,Transformers: Dark of the Moon,3.5,2.49,154154,"['Action', 'Science Fiction', 'Adventure']",USA
959,Gone in the Night,2.0,2.21,7245,"['Thriller', 'Mystery', 'Drama']",USA
960,Air,4.0,3.66,187532,"['Drama', 'History']",USA
961,The Matrix,4.5,4.15,1017112,"['Science Fiction', 'Action']",USA
962,Perfect Blue,5.0,4.38,351092,"['Animation', 'Thriller']",Japan
963,Bride of Chucky,3.0,3.17,67921,"['Horror', 'Comedy']",USA
964,Munna Bhai M.B.B.S.,4.0,3.67,5442,"['Drama', 'Comedy']",India
965,White Men Can't Jump,3.0,2.7,11095,"['Drama', 'Comedy']",USA
966,Dr. Jekyll and Mr. Mouse,4.0,3.77,1352,"['Comedy', 'Animation']",USA
967,The Invisible Mouse,4.0,3.68,829,"['Comedy', 'Animation']",USA
968,Lage Raho Munna Bhai,3.5,3.49,3475,"['Comedy', 'Drama', 'Romance']",India
969,Cue Ball Cat,4.0,3.71,766,['Animation'],USA
970,The Waterboy,3.5,2.88,79882,['Comedy'],USA
971,House Party,3.5,2.4,9886,['Comedy'],USA
972,Untold: Malice at the Palace,4.0,3.54,12386,"['Documentary', 'Crime']",USA
973,Heavenly Puss,4.0,3.91,1188,"['Animation', 'Comedy']",USA
974,Bad Boys,4.0,3.19,117689,"['Crime', 'Thriller', 'Comedy', 'Action']",USA
