,Title,User Rating,Letterboxd Rating,Letterboxd Rating Count,Genres,Country of Origin
913,Criminal Law,3.5,2.62,1246,"['Romance', 'Drama', 'Thriller']",Canada
914,Insidious,4.0,3.25,256573,"['Horror', 'Thriller']",Canada
915,Frozen,4.0,3.39,589531,"['Family', 'Adventure', 'Fantasy', 'Animation']",USA
916,2:22,3.5,2.48,6187,"['Thriller', 'Mystery', 'Romance', 'Science Fiction']",Australia
917,Bee Movie,3.0,2.88,260157,"['Family', 'Animation', 'Adventure', 'Comedy']",USA
918,Whiplash,3.0,4.41,1356755,"['Drama', 'Music']",USA
919,King Leopold's Ghost,4.0,3.62,235,"['History', 'Documentary']",USA
920,Kill Bill: Vol. 1,4.5,4.16,981332,"['Action', 'Crime']",USA
921,Army of Darkness,3.5,3.75,154496,"['Horror', 'Fantasy', 'Comedy']",USA
922,Donnie Darko,4.5,3.98,740838,"['Mystery', 'Drama', 'Fantasy']",USA
923,Kill Bill: Vol. 2,4.0,4.02,575157,"['Action', 'Crime', 'Thriller']",USA
924,Sanders of the River,0.5,2.39,314,"['Drama', 'Adventure']",UK
925,Bao,4.0,3.89,118866,"['Fantasy', 'Family', 'Animation']",Canada
926,Evil Dead II,4.0,4.05,208979,"['Fantasy', 'Comedy', 'Horror']",USA
927,You Again,2.5,2.92,26211,"['Romance', 'Comedy']",USA
928,MH370: The Plane That Disappeared,3.0,2.58,5934,['Documentary'],UK
929,The Terminator,4.5,3.87,377051,"['Action', 'Science Fiction', 'Thriller']",UK
930,Guardians of the Galaxy Vol. 3,5.0,4.15,532680,"['Science Fiction', 'Action', 'Adventure']",USA
931,Transformers: Revenge of the Fallen,3.0,2.34,171565,"['Science Fiction', 'Adventure', 'Action']",USA
932,Alien,3.0,4.26,642587,"['Science Fiction', 'Horror']",USA
933,Transformers: Dark of the Moon,3.5,2.51,159925,"['Action', 'Science Fiction', 'Adventure']",USA
934,Are We There Yet?,3.0,2.4,30290,"['Adventure', 'Romance', 'Comedy', 'Family']",USA
935,Tomorrowland,2.5,2.67,102213,"['Family', 'Science Fiction', 'Adventure', 'Mystery']",USA
936,The Meg,2.5,2.42,165246,"['Action', 'Horror', 'Science Fiction']",China
937,The Land Before Time,3.5,3.59,67866,"['Animation', 'Adventure', 'Family']",USA
938,Life of Pi,4.0,3.68,408419,"['Adventure', 'Drama']",Canada
939,Pathaan,3.5,2.89,15955,"['Adventure', 'Action', 'Thriller']",India
940,A Kind of Murder,3.5,2.39,2387,"['Thriller', 'Crime', 'Drama']",USA
941,Apocalypse Now,3.5,4.36,391746,"['War', 'Drama']",USA
942,Gone in the Night,2.0,2.21,7387,"['Thriller', 'Mystery', 'Drama']",USA
943,Air,4.0,3.64,235633,"['Drama', 'History']",USA
944,The Matrix,4.5,4.15,1034950,"['Science Fiction', 'Action']",USA
945,Perfect Blue,5.0,4.38,359406,"['Animation', 'Thriller']",Japan
946,Munna Bhai M.B.B.S.,4.0,3.68,5571,"['Drama', 'Comedy']",India
947,The Waterboy,3.5,2.89,81217,['Comedy'],USA
948,House Party,3.5,2.4,10246,['Comedy'],USA
949,Lage Raho Munna Bhai,3.5,3.49,3550,"['Comedy', 'Drama', 'Romance']",India
950,Untold: Malice at the Palace,4.0,3.54,12501,"['Documentary', 'Crime']",USA
951,Bride of Chucky,3.0,3.17,69003,"['Horror', 'Comedy']",USA
952,White Men Can't Jump,3.0,2.73,18964,"['Drama', 'Comedy']",USA
953,Dr. Jekyll and Mr. Mouse,4.0,3.77,1378,"['Comedy', 'Animation']",USA
954,The Invisible Mouse,4.0,3.68,847,"['Comedy', 'Animation']",USA
955,Heavenly Puss,4.0,3.92,1278,"['Animation', 'Comedy']",USA
956,Cue Ball Cat,4.0,3.72,775,['Animation'],USA
957,Bad Boys,4.0,3.19,119543,"['Crime', 'Thriller', 'Comedy', 'Action']",USA
958,Paycheck,3.5,2.64,20932,"['Science Fiction', 'Thriller', 'Action', 'Adventure', 'Mystery']",Canada
959,Police Story: Lockdown,1.0,2.68,3174,"['Action', 'Drama', 'Crime']",China
960,Scream VI,4.0,3.64,323742,"['Horror', 'Mystery', 'Thriller']",USA
961,Murder on the Orient Express,3.5,3.48,41475,"['Drama', 'Thriller', 'Mystery']",UK
962,Transformers: Age of Extinction,2.5,2.06,129040,"['Action', 'Science Fiction', 'Adventure']",USA
963,Copycat,3.5,3.18,19938,"['Thriller', 'Crime']",USA
964,Cape Fear,4.0,3.64,147390,"['Thriller', 'Crime', 'Drama']",USA
965,War Dogs,4.0,3.34,176379,"['Drama', 'Comedy', 'Crime']",USA
966,I Am Wrath,1.0,2.11,3004,"['Crime', 'Thriller', 'Action', 'Drama']",USA
967,Money Train,3.0,2.62,8855,"['Action', 'Crime', 'Comedy']",USA
968,Spider-Man: Across the Spider-Verse,5.0,4.62,579725,"['Animation', 'Science Fiction', 'Adventure', 'Action']",USA
969,Talvar,4.0,3.82,5324,"['Thriller', 'Drama', 'Mystery']",India
970,Meet the Robinsons,3.5,3.45,150907,"['Comedy', 'Family', 'Animation']",USA
971,New Fist of Fury,3.5,2.69,749,"['Drama', 'Action']",Hong Kong
972,Desi Boyz,3.0,2.46,2097,"['Comedy', 'Drama']",India
973,Coherence,4.0,3.73,133787,"['Thriller', 'Science Fiction']",UK
974,Clue,5.0,3.85,168933,"['Comedy', 'Thriller', 'Mystery', 'Crime']",USA
975,Network,4.0,4.16,94367,['Drama'],USA
976,The Karate Kid,3.5,3.7,191891,"['Family', 'Drama', 'Action']",USA
977,Gaslight,2.5,2.11,570,"['Horror', 'Thriller']",India
978,Jaws: The Revenge,2.0,1.53,26038,"['Horror', 'Thriller', 'Adventure']",USA
979,New Police Story,3.5,3.3,8062,"['Action', 'Thriller', 'Crime', 'Drama']",China
980,A Murder of Crows,4.0,2.7,1132,"['Action', 'Crime', 'Thriller']",USA
981,Jaws 3-D,2.0,1.81,27740,"['Horror', 'Thriller']",USA
982,Iron Man,4.0,3.72,883788,"['Adventure', 'Science Fiction', 'Action']",USA
983,I'll Always Know What You Did Last Summer,3.0,1.33,8476,['Horror'],USA
984,A Thousand Words,2.5,2.37,16503,"['Comedy', 'Drama']",USA
985,Executive Decision,3.0,3.04,16599,"['Thriller', 'Action', 'Drama', 'Adventure']",USA
986,Bigfoot vs. D.B. Cooper,1.5,1.44,306,['Horror'],USA
987,First Kill,2.0,2.23,2795,"['Thriller', 'Action', 'Crime']",USA
988,The Babadook,2.0,3.43,330103,"['Horror', 'Drama']",Australia
989,The Midnight Sky,1.0,2.51,60005,"['Science Fiction', 'Drama']",USA
